id,itmsNm,clpr,hipr,lopr,vs,basDt,mkp,mrktTotAmt,lstgStCnt,trqu
67,한국주철관,6550,6560,6500,20,2024-05-21,6520,149343275000,22800500,22623
68,DB하이텍,41850,42200,41600,-50,2024-05-21,41800,1858080907800,44398588,176589
69,신라섬유,1320,1354,1320,-34,2024-05-21,1354,32046352800,24277540,19255
70,페이퍼코리아,841,853,840,-8,2024-05-21,853,149683966233,177983313,16518
71,CJ,136000,137700,134300,-2900,2024-05-21,137600,3968071728000,29176998,244456
72,CJ우,63100,64300,62600,-1100,2024-05-21,64300,142620071300,2260223,1455
73,CJ4우(전환),94000,95300,92700,-1300,2024-05-21,95300,397292128000,4226512,9285
74,JW중외제약,30000,30150,29350,200,2024-05-21,29900,698577900000,23285930,94501
75,JW중외제약우,29000,29350,28500,-400,2024-05-21,29350,9916579000,341951,381
76,JW중외제약2우B,59400,59400,59400,-200,2024-05-21,59400,12472396200,209973,4
77,대한방직,6580,6620,6550,20,2024-05-21,6560,34874000000,5300000,2501
78,만호제강,47150,0,0,0,2024-05-21,0,195672500000,4150000,0
79,LX인터내셔널,34450,35950,32650,1550,2024-05-21,33700,1335282000000,38760000,3654135
80,대한제분,140500,141900,136800,3600,2024-05-21,137000,237445000000,1690000,2932
81,국보,2110,0,0,0,2024-05-21,0,33456978680,15856388,0
82,유진투자증권,4185,4310,4180,-75,2024-05-21,4230,405385959330,96866418,415349
83,금호전기,740,750,740,-10,2024-05-21,750,28171584660,38069709,59248
84,동국홀딩스,8380,8550,8360,-150,2024-05-21,8540,266488047540,31800483,102758
85,GS글로벌,2490,2525,2480,0,2024-05-21,2510,205509072360,82533764,378582
86,남광토건,6410,6490,6300,50,2024-05-21,6300,63026786520,9832572,6511
87,부국증권,24800,24950,24500,100,2024-05-21,24900,257173172800,10369886,767
88,부국증권우,20950,21250,20900,50,2024-05-21,21250,62850000000,3000000,197
89,상상인증권,662,665,656,-2,2024-05-21,665,71719173440,108337120,81152
90,백광산업,6890,7070,6820,-210,2024-05-21,7030,309487824230,44918407,399957
91,삼성제약,1663,1691,1650,-18,2024-05-21,1691,156591537377,94162079,271833
92,SG글로벌,1825,1858,1801,-22,2024-05-21,1847,82059560975,44964143,106541
93,KG케미칼,5320,5450,5300,-90,2024-05-21,5420,364255292800,68469040,233441
94,태원물산,4270,4460,4270,0,2024-05-21,4270,32452000000,7600000,10089
95,세아베스틸지주,23300,24050,23200,-550,2024-05-21,23950,835587372700,35862119,126452
96,대한전선,19300,20950,19020,-380,2024-05-21,19890,3598432890000,186447300,24760806
97,현대해상,34200,34450,33850,-150,2024-05-21,34150,3057480000000,89400000,508573
98,BYC,36950,38250,36800,-1250,2024-05-21,38250,230795242500,6246150,4126
99,BYC우,15400,15420,15140,-20,2024-05-21,15350,33169290000,2153850,3030
100,삼부토건,1591,1609,1565,-7,2024-05-21,1577,337352063432,212037752,1596844
